1, Arab Open University, Oman
1307, Cochin University of Science and Technology, India
1308, Dr. C.V. Raman University, India
1309, Dhirubhai Ambani Institute of Information and Communication Technology, India
1310, Darul Huda Islamic University, India
1311, Dav University, India
1312, Devi Ahilya University of Indore, India
1313, Dr. Babasaheb Ambedkar Technological University, India
1314, Konkan Agricultural University, India
1315, Tamil Nadu Agricultural University, India
1316, Delhi College of Engineering (DCE), India
1317, Deen Dayal Upadhyay Gorakhpur University, India
1318, Deccan College Postgraduate and Research Institute, India
1319, Dayalbagh Educational Institute, India
1320, Dibrugarh University, India
1321, Dravidian University, India
1322, University of Delhi, India
1323, Dr. D.Y. Patil University, India
1324, Eiilm University, India
1325, Fatima mata national college kollam kerala, India
1326, Forest Research Institute Dehradun, India
1327, Govind Ballabh Pant University of Agriculture and Technology, India
1328, Guru Ghasidas University, India
1329, Gokhale Institute of Politics and Economics, India
1330, Gandhi Institute of Technology and Managment, India
1331, Guru Jambeshwar University, India
1332, Gurukula Kangri University, India
1333, Guru Nanak Dev University, India
1334, Global Open University , Nagaland, India
1335, Gujarat Technological University Ahmedabad, India
1336, Gujarat University Ahmedabad, India
1337, Gulbarga University, India
1338, Gauhati University, India
1339, Gurukul University, India
1340, CCS Haryana Agricultural University, India
1341, Chaudhary Charan Singh Haryana Agricultural University, India
1342, Himachal Pradesh Agricultural University, India
1343, Hemwati Nandan Bahuguna Garhwal University, India
1344, Hidayatullah National Law University, Raipur, India
1345, Sri Ramachardra Medical College and Research Institute, India
1346, Himachal Pradesh University, India
1347, Indian Agricultural Research Institute, India
1348, IASE (Institute of Advanced Studies) Deemed University, India
1349, ICFAI University, India
1350, ICFAI University, Dehradun, India
1351, ICFAI University, Tripura, India
1352, ICFAI University, Sikkim, India
1353, ICFAI University, Mizoram, India
1354, ICFAI University, Meghalaya, India
1355, ICFAI University, Jharkhand, India
1356, ICFAI University, Nagaland, India
1357, ICFAI University, Jaipur, India
1358, ICFAI University, Raipur, India
1359, ICFAI University, Himachal Pradesh, India
1360, ICFAI University, Hyderabad, India
1361, Indira Gandhi Agricultural University, India
1362, Indira Gandhi Institute of Development and Research, India
1363, Indira Gandhi Institute of Medical Sciences, India
1364, Indira Gandhi National Open University, India
1365, Indian Institute of Information Technology, India
1366, Indian Institute of Information Technology and Management - Kerala, India
1367, Indian Institute of Information Technology and Management - Gwalior, India
1368, Indraprastha Institute of Information Technology, Delhi, India
1369, International Institute of Information Technology, Pune, India
1370, International Institute of Information Technology, Bhubaneswar, India
1371, International Institute of Information Technology, Bangalore, India
1372, Indian Institute of Management, Tiruchirappalli, India
1373, Indian Institute of Information Technology, Guwahati, India
1374, Indian Institute of Information Technology, Vadodara, India
1375, Indian Institute of Information Technology, Kota, India
1376, International Institute for Population Sciences, India
1377, Indian Institute of Science, India
1378, Indian Institute of Technology, Bombay, India
1379, Indian Institute of Technology, Delhi, India
1380, Indian Institute of Technology, Gandhinagar, India
1381, Indian Institute of Technology, Guwahati, India
1382, Indian Institute of Technology, Hyderabad, India
1383, Indian Institute of Technology, Kanpur, India
1384, Indian Institute of Technology, Kharagpur, India
1385, Indian Institute of Technology, Madras, India
1386, Madras Institute of Technology, India
1387, Indian Institute of Technology, Roorkee, India
1388, Indian Institute of Technology, Patna, India
1389, Indian Institute of Technology, Indore, India
1390, Indian Institute of Technology, Jodhpur, India
1391, University of Music and Fine Arts, India
1392, Indian Law Institue, India
1393, Indus University, India
1394, Integral University, India
1395, Guru Gobind Singh Indraprastha University, India
1396, Indian School of Business Management and Administration, India
1397, Indian Statistical Institute, India
1398, Indian School of Mines (ISM), India
1399, Institute of Technology and Management, India
1400, Indian University, India
1401, Indian Veterinary Research Institute, India
1402, Jadavpur University, India
1403, First Global University to teaching Jainism, India
1404, Jamia Hamdard University, India
1405, University of Jammu, India
1406, Jaypee Institute of Information Technology, India
1407, Jiwaji University, India
1408, Jamia Millia Islamia University, India
1409, Jawaharlal Nehru Centre for Advanced  Scientific Research, India
1410, Jawaharlal Nehru Agricultural University, India
1411, Jawaharlal Nehru Technological University, India
1412, Jawaharlal Nehru University, India
1413, Jaipur National University, India
1414, Jodhpur National University, India
1415, Jai Prakash University, India
1416, Rajasthan Vidyapeeth University, India
1417, Jain Vishva Bharati Institute, India
1418, Kalinga University, India
1419, Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, India
1420, Kannada University, India
1421, Kannur University, India
1422, Chhatrapati Shahu Ji Maharaj University, India
1423, Kanpur University, India
1424, Karnataka State Open University, India
1425, Karpagam University, India
1426, Karunya Institute Of Technology ( Deemed University), India
1427, University of Kashmir, India
1428, Kerala Agricultural University, India
1429, University of Kerala, India
1430, Kohinoor School of Hospitality Management, India
1431, University of Kalyani, India
1432, Krishna University, India
1433, Kameshwar Singh Darbhanga Sanskrit University, India
1434, Karnataka State Law University, India
1435, Karnatak University, India
1436, Kerala University of Fisheries and Ocean Sciences, India
1437, Kurukshetra University, India
1438, Kumaraguru College of Technology, India
1439, Kumaun University, India
1440, Kuvempu University, India
1441, Kakatiya University, India
1442, L.D.College of Engineering, India
1443, Lakshmibai National Institute of Physical Education, India
1444, Lalit Narayan Mithila University, India
1445, University of Lucknow, India
1446, Mar Athanasios College for Advanced Studies, India
1447, Magadh University, India
1448, Mangalore University, India
1449, Manipal University, India
1450, Manipur University, India
1451, Moulana Azad national Urdu University, India
1452, Makanlal Chutur Vedi University, India
1453, Makhanlal Chaturvedi National University of Journalism and Communication, India
1454, Maharshi Dayanand Sarswati University Ajmer, India
1455, Maharishi Dayanand University, Rohtak (Haryana ), India
1456, Mahatma Gandhi Kashi Vidyapith, India
1457, Maharaja Ganga Singh University, Bikaner, India
1458, Mahatma Gandhi University, Kerala, India
1459, Mahatma Jyotiba Phule Rohilkhand University Bareilly, India
1460, Madurai Kamaraj University, India
1461, Marathwada Agricultural University, India
1462, Mohan Lal Sukhadia University, India
1463, Motilal Nehru National Institute Of Technology, India
1464, Madhya Pradesh Bhoj (Open) University, India
1465, Mahatma Phule Agricultural University, India
1466, Maharaja Sayajirao University of Baroda, India
1467, University of Mumbai, India
1468, Acharya Nagarjuna University, India
1469, Nagaland University, India
1470, Nagpur University, India
1471, Nalanda Open University, India
1472, National Museum Institute of History of Art, Conservation and Museology, India
1473, University of North Bengal, India
1474, National Dairy Research Institute, India
1475, Narendra Deva University of Agriculture and Technology, India
1476, North Eastern Hill University, India
1477, Hemchandracharay North Gujarat University, India
1478, National Institute of Mental Health and Neuro Sciences, India
1479, University of Petroleum and Energy Studies, India
1480, DAV Institute of Engineering & Technology, India
1481, Lovely Professional University, India
1482, Somaiya Vidyavihar, India
1483, NorthCap University, India
1484, Dharamsinh Desai University, India
1485, University of Health Sciences Andhra Pradesh, India
1486, Allahabad Agricultural Institute, Deemed University, India
1487, Assam Agricultural University, India
1488, Ahmedabad University, India
1489, All India Institute of Medical Sciences, India
1490, AISECT University, India
1491, Alagappa University, India
1492, Allahabad University, India
1493, Open International University for Alternative Medicines, India
1494, Indian Board of Alternative Medicine, India
1495, Amity University, India
1496, Amrita Vishwa Vidyapeetham (Deemed University), India
1497, Amravati University, India
1498, Aligarh Muslim University, India
1499, Andhra University, India
1500, Acharya Ranga Agricultural University, India
1501, Annamalai University, India
1502, Anna University of Technology, Tirunelveli, India
1503, Anna University, India
1504, Awadhesh Pratap Singh University, India
1505, ARYA Institute of Engineering & Technology, India
1506, Assam University, India
1507, Gujarat Ayurved University, India
1508, Dr. Babasaheb Ambedkar Marathwada Universtiy, India
1509, Berhampur University, India
1510, Banasthali University, India
1511, Bankura University, India
1512, Birsa Agricultural University, India
1513, Babasaheb Bhimrao Ambedkar University, India
1514, Bidhan Chandra Agricultural University, India
1515, Bharathidasan University, India
1516, Bengal Engineering College, India
1517, Bangalore University, India
1518, Bhagwant University, India
1519, Bharathiar University, India
1520, Bharath Institue Of Higher Education & Research, India
1521, Bharati Vidyapeeth University, India
1522, Bhavnagar University, India
1523, Banaras Hindu University, India
1524, Orissa University of Agriculture and Technology, India
1525, Birla Institute of Technology, Ranchi, India
1526, Birla Institute of Technology and Science, India
1527, Bhupendra Narayan Mandal University, India
1528, Biju Pattnaik University of Technology, India
1529, B. R. Ambedkar Bihar University, India
1530, Dr. B.R. Ambedkar Open University, India
1531, Dr. B. R. Ambedkar National Institute of Technology Jalandhar, India
1532, Dr. Bhim Rao Abdekar University, India
1533, B. S. Abdur Rahman University, India
1534, Barkatullah University, India
1535, VIT Bhopal, India
1536, Bundelkhand University, India
1537, University of Burdwan, India
1538, University of Calcutta, India
1539, Central Agricultural University, India
1540, Chaudhary Charan Singh University, India
1541, Ch. Charan Singh University, India
1542, Center for Entrepreneurship and Small Business Management, India
1543, Christ University, India
1544, Central Institute of English and Foreign Languages, India
1545, Central Institute of Fisheries Education, India
1546, Central Institute of Higher Tibetan Studies, India
1547, CMJ University, India
1548, Chandra Shekhar Azad University of Agriculture and Technology, India
1549, Cochin University of Science and Technology, India
1550, Dr. C.V. Raman University, India
1551, Dhirubhai Ambani Institute of Information and Communication Technology, India
1552, Darul Huda Islamic University, India
1553, Dav University, India
1554, Devi Ahilya University of Indore, India
1555, Dr. Babasaheb Ambedkar Technological University, India
1556, Konkan Agricultural University, India
1557, Tamil Nadu Agricultural University, India
1558, Delhi College of Engineering (DCE), India
1559, Deen Dayal Upadhyay Gorakhpur University, India
1560, Deccan College Postgraduate and Research Institute, India
1561, Dayalbagh Educational Institute, India
1562, Dibrugarh University, India
1563, Dravidian University, India
1564, University of Delhi, India
1565, Dr. D.Y. Patil University, India
1566, Eiilm University, India
1567, Fatima mata national college kollam kerala, India
1568, Forest Research Institute Dehradun, India
1569, Govind Ballabh Pant University of Agriculture and Technology, India
1570, Guru Ghasidas University, India
1571, Gokhale Institute of Politics and Economics, India
1572, Gandhi Institute of Technology and Managment, India
1573, Guru Jambeshwar University, India
1574, Gurukula Kangri University, India
1575, Guru Nanak Dev University, India
1576, Global Open University , Nagaland, India
1577, Gujarat Technological University Ahmedabad, India
1578, Gujarat University Ahmedabad, India
1579, Gulbarga University, India
1580, Gauhati University, India
1581, Gurukul University, India
1582, CCS Haryana Agricultural University, India
1583, Chaudhary Charan Singh Haryana Agricultural University, India
1584, Himachal Pradesh Agricultural University, India
1585, Hemwati Nandan Bahuguna Garhwal University, India
1586, Hidayatullah National Law University, Raipur, India
1587, Sri Ramachardra Medical College and Research Institute, India
1588, Himachal Pradesh University, India
1589, Indian Agricultural Research Institute, India
1590, IASE (Institute of Advanced Studies) Deemed University, India
1591, ICFAI University, India
1592, ICFAI University, Dehradun, India
1593, ICFAI University, Tripura, India
1594, ICFAI University, Sikkim, India
1595, ICFAI University, Mizoram, India
1596, ICFAI University, Meghalaya, India
1597, ICFAI University, Jharkhand, India
1598, ICFAI University, Nagaland, India
1599, ICFAI University, Jaipur, India
1600, ICFAI University, Raipur, India
1601, ICFAI University, Himachal Pradesh, India
1602, ICFAI University, Hyderabad, India
1603, Indira Gandhi Agricultural University, India
1604, Indira Gandhi Institute of Development and Research, India
1605, Indira Gandhi Institute of Medical Sciences, India
1606, Indira Gandhi National Open University, India
1607, Indian Institute of Information Technology, India
1608, Indian Institute of Information Technology and Management - Kerala, India
1609, Indian Institute of Information Technology and Management - Gwalior, India
1610, Indraprastha Institute of Information Technology, Delhi, India
1611, International Institute of Information Technology, Pune, India
1612, International Institute of Information Technology, Bhubaneswar, India
1613, International Institute of Information Technology, Bangalore, India
1614, Indian Institute of Management, Tiruchirappalli, India
1615, Indian Institute of Information Technology, Guwahati, India
1616, Indian Institute of Information Technology, Vadodara, India
1617, Indian Institute of Information Technology, Kota, India
1618, International Institute for Population Sciences, India
1619, Indian Institute of Science, India
1620, Indian Institute of Technology, Bombay, India
1621, Indian Institute of Technology, Delhi, India
1622, Indian Institute of Technology, Gandhinagar, India
1623, Indian Institute of Technology, Guwahati, India
1624, Indian Institute of Technology, Hyderabad, India
1625, Indian Institute of Technology, Kanpur, India
1626, Indian Institute of Technology, Kharagpur, India
1627, Indian Institute of Technology, Madras, India
1628, Madras Institute of Technology, India
1629, Indian Institute of Technology, Roorkee, India
1630, Indian Institute of Technology, Patna, India
1631, Indian Institute of Technology, Indore, India
1632, Indian Institute of Technology, Jodhpur, India
1633, University of Music and Fine Arts, India
1634, Indian Law Institue, India
1635, Indus University, India
1636, Integral University, India
1637, Guru Gobind Singh Indraprastha University, India
1638, Indian School of Business Management and Administration, India
1639, Indian Statistical Institute, India
1640, Indian School of Mines (ISM), India
1641, Institute of Technology and Management, India
1642, Indian University, India
1643, Indian Veterinary Research Institute, India
1644, Jadavpur University, India
1645, First Global University to teaching Jainism, India
1646, Jamia Hamdard University, India
1647, University of Jammu, India
1648, Jaypee Institute of Information Technology, India
1649, Jiwaji University, India
1650, Jamia Millia Islamia University, India
1651, Jawaharlal Nehru Centre for Advanced  Scientific Research, India
1652, Jawaharlal Nehru Agricultural University, India
1653, Jawaharlal Nehru Technological University, India
1654, Jawaharlal Nehru University, India
1655, Jaipur National University, India
1656, Jodhpur National University, India
1657, Jai Prakash University, India
1658, Rajasthan Vidyapeeth University, India
1659, Jain Vishva Bharati Institute, India
1660, Kalinga University, India
1661, Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, India
1662, Kannada University, India
1663, Kannur University, India
1664, Chhatrapati Shahu Ji Maharaj University, India
1665, Kanpur University, India
1666, Karnataka State Open University, India
1667, Karpagam University, India
1668, Karunya Institute Of Technology ( Deemed University), India
1669, University of Kashmir, India
1670, Kerala Agricultural University, India
1671, University of Kerala, India
1672, Kohinoor School of Hospitality Management, India
1673, University of Kalyani, India
1674, Krishna University, India
1675, Kameshwar Singh Darbhanga Sanskrit University, India
1676, Karnataka State Law University, India
1677, Karnatak University, India
1678, Kerala University of Fisheries and Ocean Sciences, India
1679, Kurukshetra University, India
1680, Kumaraguru College of Technology, India
1681, Kumaun University, India
1682, Kuvempu University, India
1683, Kakatiya University, India
1684, L.D.College of Engineering, India
1685, Lakshmibai National Institute of Physical Education, India
1686, Lalit Narayan Mithila University, India
1687, University of Lucknow, India
1688, Mar Athanasios College for Advanced Studies, India
1689, Magadh University, India
1690, Mangalore University, India
1691, Manipal University, India
1692, Manipur University, India
1693, Moulana Azad national Urdu University, India
1694, Makanlal Chutur Vedi University, India
1695, Makhanlal Chaturvedi National University of Journalism and Communication, India
1696, Maharshi Dayanand Sarswati University Ajmer, India
1697, Maharishi Dayanand University, Rohtak (Haryana ), India
1698, Mahatma Gandhi Kashi Vidyapith, India
1699, Maharaja Ganga Singh University, Bikaner, India
1700, Mahatma Gandhi University, Kerala, India
1701, Mahatma Jyotiba Phule Rohilkhand University Bareilly, India
1702, Madurai Kamaraj University, India
1703, Marathwada Agricultural University, India
1704, Mohan Lal Sukhadia University, India
1705, Motilal Nehru National Institute Of Technology, India
1706, Madhya Pradesh Bhoj (Open) University, India
1707, Mahatma Phule Agricultural University, India
1708, Maharaja Sayajirao University of Baroda, India
1709, University of Mumbai, India
1710, Acharya Nagarjuna University, India
1711, Nagaland University, India
1712, Nagpur University, India
1713, Nalanda Open University, India
1714, National Museum Institute of History of Art, Conservation and Museology, India
1715, University of North Bengal, India
1716, National Dairy Research Institute, India
1717, Narendra Deva University of Agriculture and Technology, India
1718, North Eastern Hill University, India
1719, Hemchandracharay North Gujarat University, India
1720, National Institute of Mental Health and Neuro Sciences, India
1721, University of Petroleum and Energy Studies, India
1722, DAV Institute of Engineering & Technology, India
1723, Lovely Professional University, India
1724, Somaiya Vidyavihar, India
1725, NorthCap University, India
1726, Dharamsinh Desai University, India
1727, University of Health Sciences Andhra Pradesh, India
1728, Allahabad Agricultural Institute, Deemed University, India
1729, Assam Agricultural University, India
1730, Ahmedabad University, India
1731, All India Institute of Medical Sciences, India
1732, AISECT University, India
1733, Alagappa University, India
1734, Allahabad University, India
1735, Open International University for Alternative Medicines, India
1736, Indian Board of Alternative Medicine, India
1737, Amity University, India
1738, Amrita Vishwa Vidyapeetham (Deemed University), India
1739, Amravati University, India
1740, Aligarh Muslim University, India
1741, Andhra University, India
1742, Acharya Ranga Agricultural University, India
1743, Annamalai University, India
1744, Anna University of Technology, Tirunelveli, India
1745, Anna University, India
1746, Awadhesh Pratap Singh University, India
1747, ARYA Institute of Engineering & Technology, India
1748, Assam University, India
1749, Gujarat Ayurved University, India
1750, Dr. Babasaheb Ambedkar Marathwada Universtiy, India
1751, Berhampur University, India
1752, Banasthali University, India
1753, Bankura University, India
1754, Birsa Agricultural University, India
1755, Babasaheb Bhimrao Ambedkar University, India
1756, Bidhan Chandra Agricultural University, India
1757, Bharathidasan University, India
1758, Bengal Engineering College, India
1759, Bangalore University, India
1760, Bhagwant University, India
1761, Bharathiar University, India
1762, Bharath Institue Of Higher Education & Research, India
1763, Bharati Vidyapeeth University, India
1764, Bhavnagar University, India
1765, Banaras Hindu University, India
1766, Orissa University of Agriculture and Technology, India
1767, Birla Institute of Technology, Ranchi, India
1768, Birla Institute of Technology and Science, India
1769, Bhupendra Narayan Mandal University, India
1770, Biju Pattnaik University of Technology, India
1771, B. R. Ambedkar Bihar University, India
1772, Dr. B.R. Ambedkar Open University, India
1773, Dr. B. R. Ambedkar National Institute of Technology Jalandhar, India
1774, Dr. Bhim Rao Abdekar University, India
1775, B. S. Abdur Rahman University, India
1776, Barkatullah University, India
1777, VIT Bhopal, India
1778, Bundelkhand University, India
1779, University of Burdwan, India
1780, University of Calcutta, India
1781, Central Agricultural University, India
1782, Chaudhary Charan Singh University, India
1783, Ch. Charan Singh University, India
1784, Center for Entrepreneurship and Small Business Management, India
1785, Christ University, India
1786, Central Institute of English and Foreign Languages, India
1787, Central Institute of Fisheries Education, India
1788, Central Institute of Higher Tibetan Studies, India
1789, CMJ University, India
1790, Chandra Shekhar Azad University of Agriculture and Technology, India
1791, Cochin University of Science and Technology, India
1792, Dr. C.V. Raman University, India
1793, Dhirubhai Ambani Institute of Information and Communication Technology, India
1794, Darul Huda Islamic University, India
1795, Dav University, India
1796, Devi Ahilya University of Indore, India
1797, Dr. Babasaheb Ambedkar Technological University, India
1798, Konkan Agricultural University, India
1799, Tamil Nadu Agricultural University, India
1800, Delhi College of Engineering (DCE), India
1801, Deen Dayal Upadhyay Gorakhpur University, India
1802, Deccan College Postgraduate and Research Institute, India
1803, Dayalbagh Educational Institute, India
1804, Dibrugarh University, India
1805, Dravidian University, India
1806, University of Delhi, India
1807, Dr. D.Y. Patil University, India
1808, Eiilm University, India
1809, Fatima mata national college kollam kerala, India
1810, Forest Research Institute Dehradun, India
1811, Govind Ballabh Pant University of Agriculture and Technology, India
1812, Guru Ghasidas University, India
1813, Gokhale Institute of Politics and Economics, India
1814, Gandhi Institute of Technology and Managment, India
1815, Guru Jambeshwar University, India
1816, Gurukula Kangri University, India
1817, Guru Nanak Dev University, India
1818, Global Open University , Nagaland, India
1819, Gujarat Technological University Ahmedabad, India
1820, Gujarat University Ahmedabad, India
1821, Gulbarga University, India
1822, Gauhati University, India
1823, Gurukul University, India
1824, CCS Haryana Agricultural University, India
1825, Chaudhary Charan Singh Haryana Agricultural University, India
1826, Himachal Pradesh Agricultural University, India
1827, Hemwati Nandan Bahuguna Garhwal University, India
1828, Hidayatullah National Law University, Raipur, India
1829, Sri Ramachardra Medical College and Research Institute, India
1830, Himachal Pradesh University, India
1831, Indian Agricultural Research Institute, India
1832, IASE (Institute of Advanced Studies) Deemed University, India
1833, ICFAI University, India
1834, ICFAI University, Dehradun, India
1835, ICFAI University, Tripura, India
1836, ICFAI University, Sikkim, India
1837, ICFAI University, Mizoram, India
1838, ICFAI University, Meghalaya, India
1839, ICFAI University, Jharkhand, India
1840, ICFAI University, Nagaland, India
1841, ICFAI University, Jaipur, India
1842, ICFAI University, Raipur, India
1843, ICFAI University, Himachal Pradesh, India
1844, ICFAI University, Hyderabad, India
1845, Indira Gandhi Agricultural University, India
1846, Indira Gandhi Institute of Development and Research, India
1847, Indira Gandhi Institute of Medical Sciences, India
1848, Indira Gandhi National Open University, India
1849, Indian Institute of Information Technology, India
1850, Indian Institute of Information Technology and Management - Kerala, India
1851, Indian Institute of Information Technology and Management - Gwalior, India
1852, Indraprastha Institute of Information Technology, Delhi, India
1853, International Institute of Information Technology, Pune, India
1854, International Institute of Information Technology, Bhubaneswar, India
1855, International Institute of Information Technology, Bangalore, India
1856, Indian Institute of Management, Tiruchirappalli, India
1857, Indian Institute of Information Technology, Guwahati, India
1858, Indian Institute of Information Technology, Vadodara, India
1859, Indian Institute of Information Technology, Kota, India
1860, International Institute for Population Sciences, India
1861, Indian Institute of Science, India
1862, Indian Institute of Technology, Bombay, India
1863, Indian Institute of Technology, Delhi, India
1864, Indian Institute of Technology, Gandhinagar, India
1865, Indian Institute of Technology, Guwahati, India
1866, Indian Institute of Technology, Hyderabad, India
1867, Indian Institute of Technology, Kanpur, India
1868, Indian Institute of Technology, Kharagpur, India
1869, Indian Institute of Technology, Madras, India
1870, Madras Institute of Technology, India
1871, Indian Institute of Technology, Roorkee, India
1872, Indian Institute of Technology, Patna, India
1873, Indian Institute of Technology, Indore, India
1874, Indian Institute of Technology, Jodhpur, India
1875, University of Music and Fine Arts, India
1876, Indian Law Institue, India
1877, Indus University, India
1878, Integral University, India
1879, Guru Gobind Singh Indraprastha University, India
1880, Indian School of Business Management and Administration, India
1881, Indian Statistical Institute, India
1882, Indian School of Mines (ISM), India
1883, Institute of Technology and Management, India
1884, Indian University, India
1885, Indian Veterinary Research Institute, India
1886, Jadavpur University, India
1887, First Global University to teaching Jainism, India
1888, Jamia Hamdard University, India
1889, University of Jammu, India
1890, Jaypee Institute of Information Technology, India
1891, Jiwaji University, India
1892, Jamia Millia Islamia University, India
1893, Jawaharlal Nehru Centre for Advanced  Scientific Research, India
1894, Jawaharlal Nehru Agricultural University, India
1895, Jawaharlal Nehru Technological University, India
1896, Jawaharlal Nehru University, India
1897, Jaipur National University, India
1898, Jodhpur National University, India
1899, Jai Prakash University, India
1900, Rajasthan Vidyapeeth University, India
1901, Jain Vishva Bharati Institute, India
1902, Kalinga University, India
1903, Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, India
1904, Kannada University, India
1905, Kannur University, India
1906, Chhatrapati Shahu Ji Maharaj University, India
1907, Kanpur University, India
1908, Karnataka State Open University, India
1909, Karpagam University, India
1910, Karunya Institute Of Technology ( Deemed University), India
1911, University of Kashmir, India
1912, Kerala Agricultural University, India
1913, University of Kerala, India
1914, Kohinoor School of Hospitality Management, India
1915, University of Kalyani, India
1916, Krishna University, India
1917, Kameshwar Singh Darbhanga Sanskrit University, India
1918, Karnataka State Law University, India
1919, Karnatak University, India
1920, Kerala University of Fisheries and Ocean Sciences, India
1921, Kurukshetra University, India
1922, Kumaraguru College of Technology, India
1923, Kumaun University, India
1924, Kuvempu University, India
1925, Kakatiya University, India
1926, L.D.College of Engineering, India
1927, Lakshmibai National Institute of Physical Education, India
1928, Lalit Narayan Mithila University, India
1929, University of Lucknow, India
1930, Mar Athanasios College for Advanced Studies, India
1931, Magadh University, India
1932, Mangalore University, India
1933, Manipal University, India
1934, Manipur University, India
1935, Moulana Azad national Urdu University, India
1936, Makanlal Chutur Vedi University, India
1937, Makhanlal Chaturvedi National University of Journalism and Communication, India
1938, Maharshi Dayanand Sarswati University Ajmer, India
1939, Maharishi Dayanand University, Rohtak (Haryana ), India
1940, Mahatma Gandhi Kashi Vidyapith, India
1941, Maharaja Ganga Singh University, Bikaner, India
1942, Mahatma Gandhi University, Kerala, India
1943, Mahatma Jyotiba Phule Rohilkhand University Bareilly, India
1944, Madurai Kamaraj University, India
1945, Marathwada Agricultural University, India
1946, Mohan Lal Sukhadia University, India
1947, Motilal Nehru National Institute Of Technology, India
1948, Madhya Pradesh Bhoj (Open) University, India
1949, Mahatma Phule Agricultural University, India
1950, Maharaja Sayajirao University of Baroda, India
1951, University of Mumbai, India
1952, Acharya Nagarjuna University, India
1953, Nagaland University, India
1954, Nagpur University, India
1955, Nalanda Open University, India
1956, National Museum Institute of History of Art, Conservation and Museology, India
1957, University of North Bengal, India
1958, National Dairy Research Institute, India
1959, Narendra Deva University of Agriculture and Technology, India
1960, North Eastern Hill University, India
1961, Hemchandracharay North Gujarat University, India
1962, National Institute of Mental Health and Neuro Sciences, India
1963, University of Petroleum and Energy Studies, India
1964, DAV Institute of Engineering & Technology, India
1965, Lovely Professional University, India
1966, Somaiya Vidyavihar, India
1967, NorthCap University, India
1968, Dharamsinh Desai University, India
1969, University of Health Sciences Andhra Pradesh, India
1970, Allahabad Agricultural Institute, Deemed University, India
1971, Assam Agricultural University, India
1972, Ahmedabad University, India
1973, All India Institute of Medical Sciences, India
1974, AISECT University, India
1975, Alagappa University, India
1976, Allahabad University, India
1977, Open International University for Alternative Medicines, India
1978, Indian Board of Alternative Medicine, India
1979, Amity University, India
1980, Amrita Vishwa Vidyapeetham (Deemed University), India
1981, Amravati University, India
1982, Aligarh Muslim University, India
1983, Andhra University, India
1984, Acharya Ranga Agricultural University, India
1985, Annamalai University, India
1986, Anna University of Technology, Tirunelveli, India
1987, Anna University, India
1988, Awadhesh Pratap Singh University, India
1989, ARYA Institute of Engineering & Technology, India
1990, Assam University, India
1991, Gujarat Ayurved University, India
1992, Dr. Babasaheb Ambedkar Marathwada Universtiy, India
1993, Berhampur University, India
1994, Banasthali University, India
1995, Bankura University, India
1996, Birsa Agricultural University, India
1997, Babasaheb Bhimrao Ambedkar University, India
1998, Bidhan Chandra Agricultural University, India
1999, Bharathidasan University, India
2000, Bengal Engineering College, India
2001, Bangalore University, India
2002, Bhagwant University, India
2003, Bharathiar University, India
2004, Bharath Institue Of Higher Education & Research, India
2005, Bharati Vidyapeeth University, India
2006, Bhavnagar University, India
2007, Banaras Hindu University, India
2008, Orissa University of Agriculture and Technology, India
2009, Birla Institute of Technology, Ranchi, India
2010, Birla Institute of Technology and Science, India
2011, Bhupendra Narayan Mandal University, India
2012, Biju Pattnaik University of Technology, India
2013, B. R. Ambedkar Bihar University, India
2014, Dr. B.R. Ambedkar Open University, India
2015, Dr. B. R. Ambedkar National Institute of Technology Jalandhar, India
2016, Dr. Bhim Rao Abdekar University, India
2017, B. S. Abdur Rahman University, India
2018, Barkatullah University, India
2019, VIT Bhopal, India
2020, Bundelkhand University, India
2021, University of Burdwan, India
2022, University of Calcutta, India
2023, Central Agricultural University, India
2024, Chaudhary Charan Singh University, India
2025, Ch. Charan Singh University, India
2026, Center for Entrepreneurship and Small Business Management, India
2027, Christ University, India
2028, Central Institute of English and Foreign Languages, India
2029, Central Institute of Fisheries Education, India
2030, Central Institute of Higher Tibetan Studies, India
2031, CMJ University, India
2032, Chandra Shekhar Azad University of Agriculture and Technology, India
2033, Cochin University of Science and Technology, India
2034, Dr. C.V. Raman University, India
2035, Dhirubhai Ambani Institute of Information and Communication Technology, India
2036, Darul Huda Islamic University, India
2037, Dav University, India
2038, Devi Ahilya University of Indore, India
2039, Dr. Babasaheb Ambedkar Technological University, India
2040, Konkan Agricultural University, India
2041, Tamil Nadu Agricultural University, India
2042, Delhi College of Engineering (DCE), India
2043, Deen Dayal Upadhyay Gorakhpur University, India
2044, Deccan College Postgraduate and Research Institute, India
2045, Dayalbagh Educational Institute, India
2046, Dibrugarh University, India
2047, Dravidian University, India
2048, University of Delhi, India
2049, Dr. D.Y. Patil University, India
2050, Eiilm University, India
2051, Fatima mata national college kollam kerala, India
2052, Forest Research Institute Dehradun, India
2053, Govind Ballabh Pant University of Agriculture and Technology, India
2054, Guru Ghasidas University, India
2055, Gokhale Institute of Politics and Economics, India
2056, Gandhi Institute of Technology and Managment, India
2057, Guru Jambeshwar University, India
2058, Gurukula Kangri University, India
2059, Guru Nanak Dev University, India
2060, Global Open University , Nagaland, India
